gemeinde,staat,bevoelkerung,bevoelkerung_dichte,haushalt_groesse,median_einkommen,prozent_pension,prozent_armut,prozent_arbeitslos,prozent_metro,verbrechen,haeufigkeit
Covinacity,CA,43207,6041.2,2.78,38907,13.04,7.63,5.35,2.84,einbruch,522
SantaFeSpringscity,CA,15520,1728.3,3.33,33313,18.86,10.57,8.61,2.65,einbruch,518
Farmingtoncity,MI,10132,3665.7,2.17,41040,27.02,3.64,4.82,0.93,einbruch,66
Winslowtownship,NJ,30087,503.3,3.09,39916,12.71,7.35,5.37,6.02,einbruch,258
SantaMonicacity,CA,86905,10143,1.94,35997,10.37,9.35,4.81,5.41,einbruch,1511
Eriecity,PA,108718,4772.8,2.58,22032,19.63,19.3,8.85,3.82,einbruch,999
GrandRapidscity,MI,189126,4124.7,2.74,26809,14.2,16.12,7.35,3.39,einbruch,3161
VanWertcity,OH,10891,2102,2.48,25324,18.49,8.92,5.73,0.2,einbruch,108
NortonShorescity,MI,21755,903.4,2.62,33646,22.59,7.23,5.11,0.2,einbruch,108
Vermilioncity,OH,11127,1004.2,2.8,37500,20.14,8.54,4.74,0.13,einbruch,30
Westervillecity,OH,29092,3417.4,2.96,48137,15.36,2.75,2.55,0.69,einbruch,169
NorthAdamscity,MA,16797,793.1,2.54,22100,20.49,14.33,9.86,1.84,einbruch,151
Wallingtonborough,NJ,10828,10395.5,2.32,32332,18.68,5.18,8.03,6.53,einbruch,52
GalenaParkcity,TX,10033,1941.4,3.27,24103,18.21,19.42,8.29,0.9,einbruch,91
Leicestertown,MA,10191,421,2.95,40321,14.58,4.1,5.55,1.1,einbruch,39
Alamedacity,CA,76459,6865.9,2.63,38122,17.14,6.81,3.53,14.46,einbruch,769
Fairfieldcity,OH,39729,1840.1,2.6,38531,12.76,3.77,3.66,0.54,einbruch,316
Millbraecity,CA,20412,6133.4,2.57,45999,21.98,5.4,3.19,5.08,einbruch,97
Lancastercity,PA,55551,7270.3,2.62,22210,15.54,20.93,6.47,5.48,einbruch,882
Ashlandtown,MA,12066,935.8,2.62,51173,12.76,1.92,5.21,3.31,einbruch,25
Richlandtownship,PA,12777,631.1,2.79,27154,27.62,7.54,5.82,0.86,einbruch,52
Arcadiacity,CA,48290,4284.1,2.63,47347,16.73,5.23,3.63,1.76,einbruch,480
Miltontown,MA,25725,1904.3,2.94,53130,23.5,3.04,4.52,10.43,einbruch,70
Indiocity,CA,36793,2084.8,3.42,25976,12.22,21.24,9.83,1.14,einbruch,691
ForestParkcity,OH,18609,2834.7,2.84,37050,13.5,5.55,5.23,3.79,einbruch,75
Cranfordtownship,NJ,22633,4533.9,2.77,54469,19.72,2.51,2.57,8.46,einbruch,70
Banningcity,CA,20570,1077,2.77,22514,24.93,16.86,10.81,0.44,einbruch,406
LosBanoscity,CA,14519,2007.6,3.04,24649,12.31,19.4,10.21,0,einbruch,216
Romuluscity,MI,22897,615.4,2.92,31723,13.44,12.94,9.6,0.14,einbruch,323
Beniciacity,CA,24437,1844.6,2.65,49660,17.6,5.43,4.19,3.11,einbruch,313
Medfordtownship,NJ,20526,503.9,3,59834,15.02,2.3,4.36,2.02,einbruch,88
MineralWellscity,TX,14870,705.5,2.73,19456,16.38,23.17,9.68,0.69,einbruch,180
Alhambracity,CA,82106,10393.2,2.91,31368,11.72,14.75,6.05,5.99,einbruch,894
Millburntownship,NJ,18630,1915.8,2.7,83275,15.57,1.94,2.25,17.53,einbruch,111
Pepperelltown,MA,10098,432.1,2.98,44492,8.49,3.98,5.47,0.59,einbruch,55
EastBrunswicktownship,NJ,43548,1910.5,2.92,58769,15.05,2.27,3.86,10,einbruch,213
MountainViewcity,CA,67460,5410.7,2.25,42431,11.34,6.22,3.17,4.19,einbruch,521
Athenscity,TX,10967,768.4,2.62,18870,13.81,21.95,9,0,einbruch,158
LincolnParkcity,MI,41832,6903,2.57,30638,23.56,8.53,7.78,1.21,einbruch,284
Ypsilanticity,MI,24846,5501.8,2.91,21219,10.17,29.47,7.5,3.53,einbruch,407
Braintreetown,MA,33836,2351.7,2.84,44734,23.45,4.1,6.7,7.87,einbruch,196
Dovercity,OH,11329,2301.7,2.56,27688,19.41,7.46,6.74,0.3,einbruch,62
Elizabethcity,NJ,110002,8617.3,2.81,27631,13.14,16.12,9.91,10.61,einbruch,1851
Patersoncity,NJ,140891,16110.7,3.21,26960,11.16,18.54,11.04,10.55,einbruch,3260
SomersPointcity,NJ,11216,2685.8,2.37,31793,16.18,6.25,3.44,2.89,einbruch,86
Orindacity,CA,16642,1275.8,2.64,80968,18.61,2.36,2.98,11.77,einbruch,130
Fontanacity,CA,87535,2372,3.32,35558,12.96,11.4,7.37,0.6,einbruch,1612
AuburnHillscity,MI,17076,992.3,2.65,34825,10.8,7.38,4.18,0.31,einbruch,188
HasbrouckHeightsborough,NJ,11488,7345.3,2.63,44672,19.09,2.51,4.58,9.64,einbruch,64
Marlboroughcity,MA,31813,1456.1,2.62,41315,13.75,5.65,6.16,0.65,einbruch,83
Stantoncity,CA,30491,9422.4,2.96,33367,12.85,13.62,8.43,3.65,einbruch,636
Florencetownship,NJ,10266,1020.1,2.72,37764,19.71,6.77,4.46,0.26,einbruch,54
Marquettecity,MI,21977,1859.9,2.77,24365,15.71,16.57,7.2,0.91,einbruch,55
Miamitownship,OH,28199,819.5,2.95,42530,11.83,4.3,3.02,0.98,einbruch,99
Reedleycity,CA,15791,3912.5,3.42,24128,12.15,22.42,15.46,0.91,einbruch,146
MapleShadetownship,NJ,19211,4818.2,2.27,32955,16.44,2.77,4.89,4.13,einbruch,161
Huntsvillecity,TX,27925,1285.9,3.56,17876,11.04,30,8.13,0.21,einbruch,242
Vidorcity,TX,10935,999.5,2.78,24568,13.69,15.12,6.4,0,einbruch,75
SanMarinocity,CA,12959,3322.8,3.01,100077,14.37,3.88,2.81,0.99,einbruch,101
Inglewoodcity,CA,109602,11537.1,3.04,29881,10.45,16.47,10,7.5,einbruch,1561
Nilescity,OH,21128,2404.8,2.5,25547,19.77,12.66,7.01,0.34,einbruch,128
SouthPasadenacity,CA,23936,6731.2,2.34,43043,10.13,5,2.55,1.71,einbruch,213
Piscatawaytownship,NJ,47089,2419.6,3.36,50451,12.04,2.88,4.6,5.88,einbruch,372
Everettcity,MA,35701,10186.3,2.46,30786,18.34,9.6,7.59,17.59,einbruch,334
Hudsontown,MA,17233,1445.6,2.71,45191,13.53,3.61,5.46,0.6,einbruch,57
BethelParkborough,PA,33823,2793.2,2.66,41149,20.65,3.81,3.78,11.79,einbruch,56
Amesburytown,MA,14997,1166.8,2.72,37889,16.18,6.25,8.27,0.84,einbruch,84
Uxbridgetown,MA,10415,340.2,2.76,40059,16.88,5.87,6.65,0.26,einbruch,38
Northboroughtown,MA,11929,621.2,2.94,57963,10.85,2.82,4.57,0.61,einbruch,37
Springdalecity,OH,10621,2081.4,2.51,38128,17.85,4.01,3.59,1.17,einbruch,79
PalosVerdesEstatescity,CA,13512,2713.3,2.73,101320,18.7,2.25,3.56,0.88,einbruch,90
Williamsportcity,PA,31933,3468.4,2.54,20290,15.79,21.12,9.51,5.42,einbruch,439
Coppellcity,TX,16881,1106.5,2.81,58815,5.5,2.51,2.28,0.72,einbruch,191
GrossePointeWoodscity,MI,17715,5241.1,2.7,55657,22.76,1.74,2.21,1.73,einbruch,21
Pomonacity,CA,131723,5570.2,3.61,32132,11.02,18.43,9.08,3.24,einbruch,2282
GreenOaktownship,MI,11604,322.8,2.98,47421,16.27,2.87,4.31,0,einbruch,76
Eastontown,MA,19807,672.2,3.08,50647,12.92,4,4.71,3.26,einbruch,150
Beltoncity,TX,12476,1118.3,2.96,18549,16.99,25.98,8.72,0.24,einbruch,84
Lakewoodtownship,NJ,45048,1751.5,2.75,29211,20.68,16.09,7.29,3.9,einbruch,723
GroveCitycity,OH,19661,1879.5,2.66,34350,18.52,5.82,3.23,1.69,einbruch,79
Pennsaukentownship,NJ,34738,3181.5,2.8,36097,18.78,5.46,4.26,5.23,einbruch,584
Perrysburgcity,OH,12551,2599.8,2.61,44277,18.46,2.12,3.98,1.52,einbruch,46
Veronatownship,NJ,13597,4770.2,2.47,55248,19.75,1.73,2.54,6.56,einbruch,43
Azusacity,CA,41333,4433,3.27,31889,11.69,14.28,8.28,2.57,einbruch,565
UpperChichestertownship,PA,15004,2156.5,2.8,40216,16.83,4.15,2.91,1.47,einbruch,61
Englewoodcity,NJ,24850,4870.3,2.77,46758,13.31,8.42,5.32,15.52,einbruch,323
Daytoncity,OH,182044,3194.8,2.51,19779,19.55,26.53,10.39,7.48,einbruch,4303
SanLeandrocity,CA,68223,5022.3,2.34,35681,25.21,4.98,5.29,9.39,einbruch,851
WestWhitelandtownship,PA,12403,923.7,2.7,50598,11.26,1.55,3.06,4.03,einbruch,45
Collingswoodborough,NJ,15289,8070.6,2.39,33026,18.83,6.09,3.63,14.45,einbruch,152
LosAltoscity,CA,26303,3985.3,2.67,79579,21.12,1.23,2.87,1.49,einbruch,208
Milpitascity,CA,50686,3556.4,3.6,55730,12.52,4.9,4.86,3.02,einbruch,408
Middletowntownship,NJ,68183,1600.5,3.01,54053,17.24,2.43,4.65,9.72,einbruch,231
SanRafaelcity,CA,48404,2816.8,2.39,41922,16.35,8.08,4.77,12.1,einbruch,512
ElPasocity,TX,515342,2027.3,3.21,23460,16.12,25.32,9.85,3.13,einbruch,5643
Pembroketown,MA,14544,642.6,3.12,46932,14.26,4.11,7.29,1.79,einbruch,71
Northbridgetown,MA,13371,750.7,2.81,36634,16.28,5.86,7.65,0.25,einbruch,53
Bergenfieldborough,NJ,24458,8160.3,2.78,45713,19.12,3.34,5.04,11.71,einbruch,110
SpringGardentownship,PA,11207,1627.4,2.72,37044,19.63,4.73,2.8,0.63,einbruch,45
LomaLindacity,CA,17400,2402,2.89,33265,14.48,11.76,4.72,1.19,einbruch,306
Hurstcity,TX,33574,3283.8,2.63,37473,14.34,7.77,5.45,0.1,einbruch,375
Brawleycity,CA,18923,3675.8,3.27,22365,12.54,24.31,14.81,0.7,einbruch,437
Oregoncity,OH,18334,606.1,2.67,34704,21.69,7.67,6.57,0.18,einbruch,134
Freeportcity,TX,11389,959,3.01,21483,11.61,24.2,9.57,0.14,einbruch,140
Penntownship,PA,15945,507.3,2.91,33219,19.78,3.75,5.87,0.62,einbruch,59
LowerMorelandtownship,PA,11768,1561.2,2.83,60925,15.96,2.33,2.72,5.31,einbruch,55
Manheimtownship,PA,28880,1162.1,2.71,41450,19.62,2.42,2.34,1.29,einbruch,98
SanBernardinocity,CA,164164,2876.8,3.01,25533,15.9,22.79,10.69,1.72,einbruch,4740
WestHollywoodcity,CA,36118,18541.1,1.6,29314,7.08,11.43,7.04,5.98,einbruch,675
TheColonycity,TX,22113,1825.7,3.27,42743,5.44,2.85,4.49,0.48,einbruch,168
Lowellcity,MA,103439,7247.1,2.79,29351,14.28,17.99,10.68,2.95,einbruch,2244
LaPortecity,TX,27910,1397.2,3.05,41733,9.89,8.82,5.22,0.05,einbruch,182
Victoriacity,TX,55076,1765,2.78,25576,12.58,18.88,6.83,0.1,einbruch,1116
Yarmouthtown,MA,21174,842.7,2.21,27222,31.07,9.5,7.93,0.84,einbruch,280
Soloncity,OH,18548,877,2.93,54005,15.98,2.48,2.32,0.66,einbruch,50
Camdencity,NJ,87492,9575.4,3.29,17386,12.29,36.56,16.3,18.34,einbruch,4039
Cranberrytownship,PA,14816,627.3,2.85,41006,12.32,2.54,4.56,0.53,einbruch,32
ElMontecity,CA,106209,10789.2,4.06,28034,10.32,22.51,9.4,6.47,einbruch,1357
Austincity,TX,465622,2063.8,2.42,25414,10.26,17.93,6.32,5.04,einbruch,8453
OldBridgetownship,NJ,56475,1434,2.83,47482,14.19,3.47,4.49,13.8,einbruch,318
Snydercity,TX,12195,1504.8,2.77,23497,14.12,18.61,7.89,0.28,einbruch,65
LincolnParkborough,NJ,10978,1574.9,2.84,53781,12.41,1.6,3.8,5.33,einbruch,24
Englewoodcity,OH,11432,2129.8,2.54,37087,21.43,3.14,3.15,1.83,einbruch,55
Norwalkcity,CA,94279,9323.5,3.58,38124,13.33,9.29,6.64,2.29,einbruch,1079
Hamburgtownship,MI,13083,389.8,2.95,48481,14.23,3.23,3.55,0.23,einbruch,55
ThousandOakscity,CA,104352,2032.4,2.86,56856,13.71,4.22,3.95,0.31,einbruch,649
SanJosecity,CA,782248,4408.8,3.13,46206,11.92,9.31,5.54,3.58,einbruch,6014
Folsomcity,CA,29802,1342.4,3.4,46726,18.57,5.17,4.16,1.59,einbruch,226
Tredyffrintownship,PA,28028,1363.7,2.45,61144,14.61,1.8,2.32,10.24,einbruch,115
Maywoodcity,CA,27850,23054.6,4.29,25567,9.21,21.26,12.22,8.67,einbruch,147
Webstertown,MA,16196,1251.6,2.48,30067,13.48,9.27,6.53,0.16,einbruch,199
Tiffincity,OH,18604,2950.2,2.65,24215,20.35,10.69,6.44,0.28,einbruch,106
Hanovertownship,NJ,11538,1044.2,3.04,60688,19.65,1.23,2.97,1.1,einbruch,34
Hanfordcity,CA,30897,2583.4,2.85,26629,15.18,15.65,9.04,0.25,einbruch,327
MillValleycity,CA,13038,2693.8,2.19,55748,16.3,3.28,2.76,13.1,einbruch,182
SugarLandcity,TX,24529,1929.6,3.03,56571,9.86,2.5,4.08,1.39,einbruch,224
Portlandcity,TX,12224,2007.9,2.97,37952,12.51,7.03,5.29,0.23,einbruch,90
Fallstownship,PA,34997,1516.5,2.79,40287,19.82,4.28,4.5,2.85,einbruch,174
Peterstownship,PA,14467,712.7,2.93,53045,15.09,2.51,3.39,4.98,einbruch,35
Ridgewoodvillage,NJ,24152,4033.9,2.89,75221,15.89,2.1,3.11,14.09,einbruch,62
Enniscity,TX,13883,804.2,3,25679,11.95,16.54,6.75,0,einbruch,168
HarperWoodscity,MI,14903,5560.8,2.27,33098,29.97,4.42,4.24,1.75,einbruch,78
MontereyParkcity,CA,60738,7676.7,3.11,32605,12.88,16.42,6.15,4.88,einbruch,758
Downeycity,CA,91444,7097.5,2.77,36991,15.61,8.05,5.43,1.8,einbruch,827
Wakefieldtown,MA,24825,3208.9,2.67,43960,16.68,4.16,6.39,7.37,einbruch,140
Waynecity,MI,19899,3191,2.79,31250,17.82,9.58,7.4,0.48,einbruch,194
Weymouthtown,MA,54063,3067.4,2.6,41586,18.88,4.13,5.56,7.22,einbruch,339
Portagecity,MI,41042,1230.1,2.65,39045,14.1,4.21,3.99,0.3,einbruch,278
Terrellcity,TX,12490,683.3,3,21633,15.56,23.22,10.18,0.22,einbruch,202
Kerrvillecity,TX,17384,1081.1,2.44,22186,23.95,15.11,6.59,0.26,einbruch,151
Barnegattownship,NJ,12235,351.2,2.94,36469,20.43,5.43,5.46,3.12,einbruch,29
Cloviscity,CA,50323,3393.8,2.76,31699,11.27,10.34,5.79,0.95,einbruch,718
Owossocity,MI,16322,3241.1,2.52,23220,16.52,15.71,12.21,0,einbruch,112
Mundytownship,MI,11511,311.3,2.75,43937,21.45,3.77,5.94,0.16,einbruch,75
Columbuscity,OH,632270,3224.5,2.46,26630,13.56,17.26,5.91,4.72,einbruch,13055
Haverhillcity,MA,51418,1489.1,2.63,36945,14.7,8.83,7.13,2.57,einbruch,773
Commercecity,CA,12135,1793,3.73,27415,13.66,17.53,11.48,6.23,einbruch,252
Alpenacity,MI,11354,1289.1,2.41,20472,21.74,13.45,9.29,1.07,einbruch,103
Oxnardcity,CA,142216,5616.7,3.62,37174,17.99,12.52,6.71,1.07,einbruch,1615
Bellefontainecity,OH,12142,1918.9,2.55,25221,13.81,13.44,7.89,0.21,einbruch,73
DanaPointcity,CA,31896,4630.7,2.51,54516,12.79,7.17,3.82,2.7,einbruch,372
Danverstown,MA,24174,1756.9,2.74,43759,16.79,4.59,5.29,1.57,einbruch,161
ClevelandHeightscity,OH,54052,6420.1,2.57,36043,13.68,8.46,4.81,6.98,einbruch,131
Cambridgecity,MA,95802,14370.9,2.43,33140,10.2,10.7,5.15,24.42,einbruch,929
NorthHuntingdontownship,PA,28158,991,2.76,32066,24.65,5.32,6.27,1.13,einbruch,76
Athenscity,OH,21265,3029,3.67,14350,11.39,44.66,8.54,0.86,einbruch,70
Hilltowntownship,PA,10582,379.5,2.97,44717,13.82,3.11,1.98,0.49,einbruch,42
ElCerritocity,CA,22869,6069.3,2.3,39538,26.54,5.17,3.64,18.7,einbruch,336
McAllencity,TX,84021,2501.5,3.37,22068,9.36,32.75,10.26,0.55,einbruch,2083
Ringwoodborough,NJ,12623,487.8,3.19,60026,13.58,1.74,5.57,3.29,einbruch,31
NewBraunfelscity,TX,27334,1037.3,2.73,26409,17.51,14.93,5.93,0,einbruch,264
YorbaLindacity,CA,52422,2889.9,3.13,67892,11.87,1.9,2.72,0.41,einbruch,249
Bloomfieldtownship,NJ,45061,8173.9,2.44,39822,19.61,5.72,5.57,9.85,einbruch,449
Secaucustown,NJ,14061,2304.9,2.61,51814,17.38,5.18,3.87,13.85,einbruch,79
Comptoncity,CA,90454,8588.5,4.05,24971,13.91,27.5,14.33,6.38,einbruch,1601
Trentoncity,MI,20586,2721.6,2.62,41129,25.34,4.21,4.54,0.66,einbruch,47
Cinnaminsontownship,NJ,14583,1851.6,3.06,51129,21.94,2.34,4.1,3.04,einbruch,94
Lakewoodcity,CA,73557,7558.3,2.82,44700,19.41,4.87,4.33,1.23,einbruch,697
GrossePointeFarmscity,MI,10092,3609.4,2.63,66844,21.2,1.33,2.86,2.57,einbruch,21
Altoonacity,PA,51881,5131,2.51,20695,15.9,18.03,8.18,1.87,einbruch,417
Atascaderocity,CA,23138,884.5,2.73,35140,17.81,7.84,4.02,0.21,einbruch,269
MountClemenscity,MI,18405,4217.5,2.53,25716,19.46,11.85,8.95,1.53,einbruch,212
Burlesoncity,TX,16113,926,2.9,33628,11.26,6.62,6.25,0,einbruch,135
Lawrencetownship,NJ,25787,1124,2.83,51035,16.66,3.72,3.01,5.43,einbruch,203
Readingtown,MA,22539,2191.9,2.84,52783,19.04,2.1,5.21,4.79,einbruch,107
Brigantinecity,NJ,11354,1705,2.35,35989,18.48,6.99,4.35,6.62,einbruch,162
Dracuttown,MA,25594,1182,2.85,45165,15.13,3.26,8.24,1.17,einbruch,250
Brenhamcity,TX,11952,1560.3,2.76,21946,13.9,17.24,4.7,0.19,einbruch,146
Pinolecity,CA,17460,3274.6,2.79,45820,19.05,3.69,4.48,5.53,einbruch,225
HighlandParkborough,NJ,13279,6974.3,2.3,39603,11.54,5.83,5.21,8.67,einbruch,70
Cleburnecity,TX,22205,1102.1,2.72,26037,11.95,14.9,8.64,0.29,einbruch,208
HermosaBeachcity,CA,18219,12277,1.99,54497,7.48,5.55,1.87,1.05,einbruch,281
Grandvillecity,MI,15624,2002.1,2.77,36906,15.27,3.67,3.4,0.17,einbruch,90
Strongsvillecity,OH,35308,1382.8,2.87,50916,12.92,2.3,3.59,2.9,einbruch,181
Ipswichtown,MA,11873,351.4,2.54,42386,16.51,5.29,6.32,4.47,einbruch,30
Lansingcity,MI,122700,3608.4,2.51,26339,15.42,19.56,8.43,2.92,einbruch,1372
Randolphtown,MA,30093,2883.6,2.76,43244,14.74,4.88,6.41,5.72,einbruch,238
PortArthurcity,TX,58724,734.1,2.63,18548,17.38,28.12,12.78,1.07,einbruch,1404
Conneautcity,OH,13241,484.7,2.6,21144,20.92,19.15,10.91,0.65,einbruch,72
Ridgecrestcity,CA,27725,1288.6,2.68,39087,18,7.18,4.84,0.35,einbruch,280
Pharrcity,TX,32921,2013.3,3.8,15605,11.79,44.47,16.97,0.39,einbruch,669
Riverviewcity,MI,13894,3041.6,2.74,39735,18.44,6.68,5.73,0.86,einbruch,37
SantaMariacity,CA,61284,3441.4,3.08,29492,18.57,16.82,7.78,0.44,einbruch,910
Sylvaniatownship,OH,39983,1356.3,2.77,47335,15.2,3.66,4.07,1.23,einbruch,141
GroverCitycity,CA,11656,4832.5,2.59,28266,17.26,12.68,5.63,0.75,einbruch,119
Delrantownship,NJ,13178,1915.4,3.02,46573,14.86,1.88,4.38,3.24,einbruch,61
Jacksoncity,MI,37446,3271,2.54,20830,17.39,24.71,11.02,2.02,einbruch,359
Whittiercity,CA,77671,5983.9,2.81,38020,17.02,7.75,4.84,2.26,einbruch,810
Medfieldtown,MA,10531,700.5,3.07,66084,13.87,1.67,4.2,5.25,einbruch,34
MuskegonHeightscity,MI,13176,4012.2,2.68,13778,16.23,35.13,18.28,1.39,einbruch,432
Auburncity,CA,10592,1679.1,2.31,32708,22.32,8.21,4.14,0.29,einbruch,79
Irvinecity,CA,110330,2516.4,2.74,56307,7.47,6.44,3.32,0.61,einbruch,990
PerthAmboycity,NJ,41967,8476.8,2.95,28377,15.17,15.19,10.91,4.99,einbruch,831
SimiValleycity,CA,100217,2928.3,3.13,53967,10.58,3.56,4.11,0.46,einbruch,611
Pittsfieldcity,MA,48622,1152.3,2.44,29987,22,9.74,7.56,3.13,einbruch,530
MountHollytownship,NJ,10639,3565.8,2.91,33527,25.11,13.81,6.97,2.79,einbruch,168
Hillsidetownship,NJ,21044,7547,2.96,41187,14.05,5.98,6.38,8.35,einbruch,274
Sylvaniacity,OH,17301,2890.2,2.74,46353,14.36,3.65,4.44,1.06,einbruch,47
NorthArlingtonborough,NJ,13790,5152.4,2.44,39433,25.83,3.43,4.71,8.46,einbruch,75
Kearnytown,NJ,34874,3681.5,2.8,37840,16.73,6.06,6.22,10,einbruch,456
Summitcity,NJ,19757,3150.4,2.57,66464,16.25,2.62,3.06,15.49,einbruch,83
Gloucestertownship,NJ,53797,2234,2.9,41224,13.61,3.35,5.21,6.4,einbruch,361
Bryancity,TX,55002,1625.5,2.66,22577,11.37,22.01,5.78,0.91,einbruch,853
LaCanadaFlintridgecity,CA,19378,2157.9,2.89,78965,16.83,2.85,2.83,0.22,einbruch,113
Maplewoodtownship,NJ,21652,5423.3,2.73,57568,17.07,3.21,3.45,17.63,einbruch,198
Graftontown,MA,13035,553.2,2.72,42310,16.47,4.99,6.26,0.28,einbruch,34
Belmonttown,MA,24720,5125.2,2.56,53488,18.6,3.64,3.87,13.26,einbruch,66
Fairborncity,OH,31300,2702.3,2.47,27558,23.04,15.39,6.4,0.21,einbruch,185
Southfieldcity,MI,75728,2786.6,2.36,40579,15.33,5.83,5.77,0.74,einbruch,991
Hesperiacity,CA,50418,1007.4,3.05,30795,18.98,12.49,9.21,0.15,einbruch,800
Readingcity,OH,12038,3978.2,2.47,29647,19.13,6.04,4.9,1.23,einbruch,59
LaHabracity,CA,51266,6759.8,2.83,39967,15.66,8.03,5.51,1.75,einbruch,452
Oaklandborough,NJ,11997,1345.8,3.07,63384,13.16,1.53,2.99,4.71,einbruch,6
Portervillecity,CA,29563,2538.9,3.08,22168,15.93,26.82,12.79,0.31,einbruch,461
Pasadenacity,CA,131591,5524.4,2.62,35103,11.6,14.92,6.3,5.5,einbruch,1797
NewCastlecity,PA,28334,3206.2,2.49,17103,21.82,19.69,10.36,2.25,einbruch,296
WestManchestertownship,PA,14369,691.2,2.47,32124,21.17,4.02,3.26,0.85,einbruch,55
BeaverFallscity,PA,10687,4859.5,2.53,14423,22.98,26.75,12.86,2.1,einbruch,58
Westboroughtown,MA,14133,664.7,2.62,44044,14.38,3.45,4.41,0.76,einbruch,59
Bridgeporttownship,MI,12747,355.3,2.82,32083,19.16,13.7,8.32,0.48,einbruch,64
Woodhavencity,MI,11631,1734.9,2.93,47513,12.31,3.61,5.09,0.76,einbruch,84
SouthSanFranciscodivision,CA,280039,4522.6,2.82,43088,16.49,5.85,4.43,11.51,einbruch,331
Maynardtown,MA,10325,1902.6,2.55,43253,15.9,5.57,5.92,1.47,einbruch,62
Taylorcity,MI,70811,2894.5,2.85,32659,15.91,11.92,8.88,0.69,einbruch,729
Irvingcity,TX,155037,2213,2.45,31767,7.89,10.55,5.24,1.5,einbruch,1663
NewPhiladelphiacity,OH,15698,2223.9,2.39,22405,20.3,12.51,8.37,0.29,einbruch,45
Jacksontownship,OH,25265,661.4,2.7,34670,18.91,7.4,3.68,1.69,einbruch,129
CedarGrovetownship,NJ,12053,2756.1,2.9,55464,21.35,3,3.13,6.25,einbruch,100
AtlanticCitycity,NJ,37986,3230.5,2.41,20309,14.35,24.97,9.63,25.65,einbruch,1268
Tustincity,CA,50689,4333.9,2.77,38433,10.19,6.85,4.48,2.3,einbruch,677
Atwatercity,CA,22282,4169.5,3.1,26701,19.98,12.58,7.84,0.39,einbruch,407
Lansdowneborough,PA,11712,9600,2.38,35795,20.27,3.39,3.84,15.85,einbruch,28
EastLampetertownship,PA,11999,580.7,2.6,34720,14.93,4.98,2.34,1.03,einbruch,65
BayCitycity,MI,38936,3613.2,2.5,21380,20.04,18.06,13.52,1.55,einbruch,349
NationalCitycity,CA,54249,6919.5,3.67,22129,16.71,21.34,8.18,6.02,einbruch,1002
Livermorecity,CA,56741,2789.6,2.75,49149,15.13,5.18,4.19,1.55,einbruch,633
Franklincity,OH,11026,1306.8,2.71,25569,17.39,16.4,8.17,0.2,einbruch,130
Somersettown,MA,17655,2100.6,2.75,36418,24.36,3.49,6.26,0.39,einbruch,71
Hemetcity,CA,36094,1982.8,2.07,20382,32.73,14.05,9.76,0.29,einbruch,1047
RiverRougecity,MI,11314,4093.3,2.65,17500,18.67,28.51,17.07,3.88,einbruch,188
Atholtown,MA,11451,339.3,2.61,27095,21.16,11.67,10.77,0.32,einbruch,130
Jacksontownship,NJ,33233,320.6,2.99,44690,13.8,3.76,5.68,3.61,einbruch,114
HarkerHeightscity,TX,12841,1084.5,2.77,26470,16.58,11.21,4.37,0.24,einbruch,148
Belmontcity,CA,24127,5142.2,2.39,50859,14.08,4.71,3.41,4.68,einbruch,107
Waynetownship,NJ,47025,1905.3,2.98,59290,14.92,2.28,3.91,4.11,einbruch,227
Fairfieldcity,CA,77211,2078.7,3.04,36886,20.18,7.42,6.11,1.5,einbruch,828
Stowcity,OH,27702,1560.3,2.75,39638,16.42,3.06,3.14,0.93,einbruch,74
Hackensackcity,NJ,37049,8684.7,2.25,38976,10.97,6.97,5.79,14.4,einbruch,164
Pearlandcity,TX,18697,916.2,2.84,42565,9.82,4.74,3.13,0.65,einbruch,163
Montgomerytownship,PA,12179,1102.3,2.66,52193,18.61,1.08,2.8,2.65,einbruch,45
Fresnocity,CA,354202,3448.5,2.91,24923,13.2,24.04,8.52,2.17,einbruch,8472
Brownsvillecity,TX,98962,3423.3,3.76,15890,8.51,43.86,15.3,2.4,einbruch,2209
SulphurSpringscity,TX,14062,777.6,2.57,20298,14.09,18.84,7.88,0.28,einbruch,176
Fullertoncity,CA,114144,4980.1,2.79,41921,14.74,9.81,4.66,2.35,einbruch,1385
Allentowncity,PA,105090,5726.9,2.46,25983,19.62,12.86,6.26,3.47,einbruch,1682
PointPleasantborough,NJ,18177,4963.7,2.59,40798,19.66,3.14,4.48,1.73,einbruch,88
Warrentownship,NJ,10830,531.1,3.06,72369,14.89,0.73,4.11,2.49,einbruch,43
Walnutcity,CA,29105,3170.5,3.71,64333,6.72,4.09,4.28,1.61,einbruch,299
Dennistown,MA,13864,649.2,2.24,27900,32.04,10.56,8.65,1.22,einbruch,296
NorthCantoncity,OH,14748,2579.2,2.34,32369,21.14,5.14,4.13,0.32,einbruch,80
Peabodycity,MA,47039,2768.9,2.68,39800,17.38,4.6,5.31,1.66,einbruch,368
Benbrookcity,TX,19564,1662.5,2.49,45303,19.69,4.18,3.59,0.05,einbruch,66
Brownwoodcity,TX,18387,1510.6,2.64,17826,13.4,23.79,9.51,0.61,einbruch,239
Lebanoncity,PA,24800,5712.2,2.37,21619,19.34,14.61,4.84,1.16,einbruch,155
SouthHoustoncity,TX,14207,4530.3,3.3,23485,9.37,21.39,8.2,1.21,einbruch,191
