gemeinde,staat,bevoelkerung,bevoelkerung_dichte,haushalt_groesse,median_einkommen,prozent_pension,prozent_armut,prozent_arbeitslos,prozent_metro,verbrechen,haeufigkeit
Laceytownship,NJ,22141,254.4,2.78,37397,23.92,4.29,6.1,1.19,burglaries,92
Sharonvillecity,OH,11312,1185.6,2.39,36332,16.87,5.23,2.27,0.7,burglaries,175
Greenvillecity,OH,12863,2539.7,2.45,23044,19.87,10.98,7.03,0.29,burglaries,101
Wickliffecity,OH,14558,3020.3,2.63,32964,26.95,4.18,4.41,1.13,burglaries,56
Haverfordtownship,PA,49848,4805.5,2.81,48210,20.32,3.18,2.81,8.94,burglaries,103
LongBranchcity,NJ,28658,5303.9,2.48,30693,13.19,14.72,8.57,6.04,burglaries,623
Humblecity,TX,12060,1180,2.55,27483,8.21,8.56,5.16,1.11,burglaries,160
RoyalOakcity,MI,65410,5340.5,2.31,36835,18.81,4.56,4.36,0.74,burglaries,332
WestPatersonborough,NJ,10982,3578.6,2.58,44933,16.67,3.86,4.19,3.19,burglaries,76
Needhamtown,MA,27557,2108.6,2.71,60357,17.92,3.29,4.35,10.51,burglaries,92
Jacksonvillecity,TX,12765,975,2.75,17552,11.28,26.71,8.82,0,burglaries,149
Limacity,OH,45549,3469.8,2.79,21061,19.46,21.57,12.83,1.36,burglaries,1009
Bucyruscity,OH,13496,2124.4,2.49,22023,19.65,15.52,9.53,0,burglaries,158
Dovertown,NJ,15115,5435.5,2.93,38822,17.6,7.64,7.19,3.45,burglaries,103
Ashlandcity,OH,20079,2044,2.63,24536,19.12,12.13,6.47,0.16,burglaries,68
Mantuatownship,NJ,10074,611.6,2.91,42841,19.07,3.2,3.2,2.01,burglaries,87
MountPleasantcity,TX,12291,1191.5,2.85,20743,12.36,24.64,4.15,0,burglaries,164
MorganHillcity,CA,23928,2207.4,3.06,53480,11.14,4.51,3.7,2.4,burglaries,214
AppleValleytown,CA,46079,661.8,2.96,34050,19.92,10.67,7.89,0.32,burglaries,916
Eveshamtownship,NJ,35309,1153.7,2.81,51676,10.78,2.24,2.47,5.46,burglaries,204
Masoncity,OH,11452,904.6,2.75,39738,15.86,2.66,2.84,0.19,burglaries,52
Haddonfieldborough,NJ,11628,3969.1,2.59,56585,21.57,2.8,1.78,13.45,burglaries,60
Cincinnaticity,OH,364040,4550.3,2.36,21006,14.48,24.34,7.84,11.26,burglaries,6154
Bridgewatertown,MA,21249,746.1,3.57,41933,15.9,4.74,6.22,1.5,burglaries,54
Kalamazootownship,MI,20976,1721,2.4,28070,16.91,11.91,5.34,0.57,burglaries,179
Belchertowntown,MA,10579,193.6,2.77,38868,16.54,9.32,3.76,1.24,burglaries,69
Corcorancity,CA,13364,2277.4,5.28,21558,12.41,24.15,12.35,0.38,burglaries,109
RoselleParkborough,NJ,12805,10108.1,2.53,43365,17.24,3.34,5.37,6.71,burglaries,79
Bedfordtown,MA,12996,912.9,2.9,57561,17.95,1.72,2.78,2.18,burglaries,37
Uvaldecity,TX,14729,2578.6,3.15,17103,12.78,33.49,13.57,0.31,burglaries,116
CathedralCitycity,CA,30085,1535.3,2.76,30908,15.27,13.56,6.24,2.92,burglaries,754
Lowertownship,NJ,20820,712.1,2.48,26668,25.58,8.82,7.71,1.62,burglaries,189
Morristowntown,NJ,16189,5316.9,2.41,42748,12.49,7.27,5.03,5.88,burglaries,166
Chillicothecity,OH,21923,2685.2,2.42,22458,21.42,19.84,10.65,0.88,burglaries,258
Waterfordtownship,NJ,10940,291.8,3.17,43673,11.28,2.78,3.36,5.24,burglaries,95
Chelmsfordtown,MA,32383,1379.8,2.83,53971,15.92,2.55,5.31,1.3,burglaries,178
Lubbockcity,TX,186206,1726.3,2.69,24130,10.52,19.56,6.56,0.89,burglaries,2541
Vinelandcity,NJ,54780,769.8,2.92,30733,14.24,10.91,7.2,1.83,burglaries,971
Dovertownship,NJ,76371,1793.5,2.79,40704,20.75,4.92,5.01,1.24,burglaries,641
Novatocity,CA,47585,1665.7,2.61,45890,17.16,4.18,2.92,7.9,burglaries,411
Delhitownship,OH,30250,2907.8,3.12,41726,17.68,3.6,2.94,3.15,burglaries,79
Cerritoscity,CA,53240,5965.9,3.54,59076,10.19,3.95,3.67,0.94,burglaries,797
Hillsboroughtownship,NJ,28808,508.5,2.86,59069,10.2,1.33,3.46,3.13,burglaries,105
CliffsideParkborough,NJ,20393,20417.5,2.32,40600,15.66,4.63,5.86,20.74,burglaries,64
DearbornHeightscity,MI,60838,5013,2.6,36771,26.58,5.5,5.89,0.72,burglaries,481
Piedmontcity,CA,10602,6079.1,2.82,84498,17.48,1.8,1.61,9.17,burglaries,125
Longmeadowtown,MA,15467,1655,2.89,63203,17.94,2.25,3.51,0.26,burglaries,41
Oaklandcity,CA,372242,6409.1,2.58,27095,14.54,18.82,9.38,18.71,burglaries,8355
FairLawnborough,NJ,30548,5702.7,2.66,49658,19.93,2.94,3.76,10.35,burglaries,97
LowerPaxtontownship,PA,39162,1344.3,2.44,37783,19.16,2.8,2.06,1.39,burglaries,229
FarmersBranchcity,TX,24250,1950,2.76,38037,14.43,6.71,5.39,1.79,burglaries,326
Montvilletownship,NJ,15600,798.4,3.19,74825,15.54,0.79,4.7,3.62,burglaries,52
Towamencintownship,PA,14167,1409.7,2.72,48547,12.86,2.75,2.64,1.81,burglaries,58
Shelbytownship,MI,48655,1352.1,2.89,47930,15.23,2.81,5.15,0.18,burglaries,204
SouthHadleytown,MA,16685,909.6,2.84,38694,24.02,4.39,3.37,0.9,burglaries,36
Mercedescity,TX,12694,1656.3,3.53,12908,10.37,48.82,17.42,0,burglaries,166
CedarHillcity,TX,19976,573.3,3.04,41457,7.16,3.72,3.61,1.02,burglaries,194
TexasCitycity,TX,40822,634.4,2.7,26144,16.27,16.76,8.15,0.09,burglaries,674
WestCovinacity,CA,96086,5724.9,3.19,42481,14.11,7.71,4.96,3.13,burglaries,1017
Pleasantoncity,CA,50553,3009.8,2.73,59458,11.76,2.41,3.06,1.65,burglaries,346
EastGrandRapidscity,MI,10807,3564.3,2.86,60355,12.85,2.56,2.1,0.9,burglaries,26
Norwalkcity,OH,14731,1787,2.6,25587,17.28,10.3,7.78,0.11,burglaries,43
Hamiltoncity,OH,61368,2966.4,2.56,22886,18.67,16.84,7.94,1.53,burglaries,1152
Harwichtown,MA,10275,471.5,2.28,28259,31.37,5.57,8.97,0.45,burglaries,79
MenloParkcity,CA,28040,2689.9,2.37,50468,15.74,6.47,3.23,3.66,burglaries,298
Kilgorecity,TX,11066,895.6,2.54,24644,17,13.89,7.02,0,burglaries,264
Glassboroborough,NJ,15614,1635.9,3.11,34218,19.59,14.31,8.11,2.53,burglaries,182
SanJuancity,TX,10815,2846.1,3.88,14292,6.24,38.95,13.29,1.47,burglaries,233
Swampscotttown,MA,13650,4320.7,2.59,50191,17.76,3.87,4.36,9.65,burglaries,198
LosGatostown,CA,27357,2544.4,2.43,57815,13.72,4.65,2.92,1.27,burglaries,253
Denisoncity,TX,21505,940.1,2.47,21949,14.36,15.37,7.26,0,burglaries,258
Bakersfieldcity,CA,174820,1837.3,2.8,32154,12.66,15,7.1,1.24,burglaries,3650
Newarkcity,NJ,275221,11153.6,3.01,21650,10.53,26.34,14.71,24.89,burglaries,6879
EastOrangecity,NJ,73552,18091.3,2.7,26810,12.17,17.71,11.76,25.57,burglaries,1732
Baytowncity,TX,63850,1969.2,2.85,30151,13.39,16.08,7.87,0.17,burglaries,754
Metuchenborough,NJ,12804,4511,2.59,53226,18.08,2.9,3.14,11.91,burglaries,88
Kentcity,OH,28835,3194.9,3.27,21463,13.52,27.49,6.9,3.15,burglaries,194
Cypresscity,CA,42655,6221.6,2.99,50981,15.41,4.46,4.48,0.58,burglaries,423
Westfieldcity,MA,38372,795,2.78,33498,18.47,8,5.15,1.16,burglaries,292
Cadillaccity,MI,10104,1458.4,2.53,21170,20.12,15.52,12.11,0.21,burglaries,69
Arlingtontown,MA,44630,8311,2.37,43309,19.16,4.63,4.47,16.77,burglaries,166
PaloAltocity,CA,55900,2278.3,2.31,55333,16.09,4.65,2.4,2.64,burglaries,487
Spartatownship,NJ,15157,391.2,2.92,63032,14.69,1.9,3.85,3.11,burglaries,39
DeerParkcity,TX,27652,2574.7,3.13,46199,10.43,5.17,5.29,0.05,burglaries,210
Newberrytownship,PA,12003,380.8,2.77,35005,13.44,2.7,2.96,0.06,burglaries,95
SouthElMontecity,CA,20850,6959.3,4.37,27074,9.78,21.19,11.49,4.9,burglaries,286
Stephenvillecity,TX,13502,1605.9,2.45,18346,16.68,22.14,7.18,0,burglaries,132
Cudahycity,CA,22817,20014.9,4.34,22279,6.34,27.54,10.24,8.95,burglaries,144
Lincolntownship,MI,13604,732.3,2.6,37771,14.84,3.48,3.6,0,burglaries,62
Albanycity,CA,16327,9255.7,2.27,34836,14.16,9.59,2.96,17.5,burglaries,124
Ewingtownship,NJ,34185,2151.6,2.82,43191,23.96,3.31,3.82,2.36,burglaries,220
LaMiradacity,CA,40452,4974.4,3.18,47143,20.19,3.89,4.57,0.77,burglaries,404
Swataratownship,PA,19661,1435.5,2.58,33817,23.75,6.6,3.75,2.48,burglaries,187
Totowaborough,NJ,10177,2458.9,2.94,46309,20.43,3.09,3.91,2.17,burglaries,54
WestCaldwelltownship,NJ,10422,1992.3,2.94,65920,18.07,1.01,2.03,4.88,burglaries,27
Troycity,MI,72884,2098,2.79,55407,13.48,2.83,3.19,0.16,burglaries,477
Danvillecity,CA,31306,1708.1,2.83,74472,14.74,2.1,2.41,4.05,burglaries,156
Centervillecity,OH,21082,2274.5,2.53,45424,19.72,3.74,2.44,1.39,burglaries,134
Rostravertownship,PA,11224,336.8,2.6,25615,26.3,10.86,10.57,0.97,burglaries,42
Lyndhursttownship,NJ,18262,3792.6,2.55,41000,20.67,3.87,4.55,8.37,burglaries,88
Somervillecity,MA,76210,17893,2.51,32455,14.54,11.47,6.33,27.93,burglaries,604
NorthBergentownship,NJ,48414,8999.6,2.55,33488,12.94,9.49,7.69,21.37,burglaries,508
Bloomfieldtownship,MI,42473,1642.9,2.7,84441,16.43,1.42,2.08,0.28,burglaries,190
Marshallcity,TX,23682,952.2,2.75,19077,13.6,25.49,8.43,0.06,burglaries,368
Killeencity,TX,63535,2215.9,2.73,22468,15.7,14.5,9.52,0.09,burglaries,1142
Clintontownship,MI,85866,2939.4,2.65,39215,17.47,5.65,6.03,0.55,burglaries,486
Friendswoodcity,TX,22814,1061.7,2.94,50492,12.6,2.94,3.72,0.85,burglaries,110
SanGabrielcity,CA,37120,8664.8,3.04,32559,12.92,15.17,6.15,4.86,burglaries,448
SanLuisObispocity,CA,41958,4363.4,2.48,25982,15.36,27.39,5.68,2.03,burglaries,368
Bedfordcity,TX,43762,4219.2,2.49,42453,9.09,3.56,3.53,0.03,burglaries,300
BigRapidscity,MI,12603,2044.6,3.87,14990,11.65,44.45,11.35,0.34,burglaries,94
Grovescity,TX,16513,3058,2.64,31053,20.02,8.58,4.93,0,burglaries,180
Longviewcity,TX,70311,1297.6,2.58,25377,12.57,16.98,7.22,0.13,burglaries,1317
RoundRockcity,TX,30923,1561.8,2.93,33228,9.1,9.05,4.03,0.22,burglaries,214
Northvilletownship,MI,17313,1015.5,2.82,55465,18.12,1.58,3.19,0.3,burglaries,71
Hendersoncity,TX,11139,985.4,2.6,23238,15.99,20.24,7.72,0.17,burglaries,251
Bethlehemtownship,PA,16425,1087.2,2.87,42235,22.17,2.88,2.87,0.42,burglaries,29
WestWindsortownship,NJ,16021,594.6,2.99,76907,8.49,3.32,2.85,17.87,burglaries,43
SantaBarbaracity,CA,85571,4371.2,2.49,33667,14.9,12.68,4.6,3.95,burglaries,938
Moorparkcity,CA,25494,2007.4,3.35,60368,8.55,4.29,3.58,0.23,burglaries,159
WestOrangetownship,NJ,39103,3115.4,2.64,49777,16.47,4.14,4.03,7.75,burglaries,301
Madisonborough,NJ,15850,3651.4,2.94,56478,18.17,3.74,3.51,7.11,burglaries,33
Brooklinetown,MA,54718,7778.6,2.25,45598,10.91,8.61,4.8,28.71,burglaries,372
Scituatetown,MA,16786,942.9,2.78,52044,20.39,3.91,4.75,5.38,burglaries,62
BellGardenscity,CA,42355,16265.4,4.58,23819,8.47,26.08,13.37,6.68,burglaries,669
Lufkincity,TX,30206,1236.1,2.69,22357,14.47,20.94,6.37,0.41,burglaries,465
EastWindsortownship,NJ,22353,1378.1,2.61,49849,9.86,2.82,3.37,9.47,burglaries,87
FountainValleycity,CA,53691,5813.2,3.08,56255,13.08,3.54,3.96,0.95,burglaries,394
Kingstonborough,PA,14507,6527.6,2.32,25482,18.71,9.08,4.06,1.72,burglaries,33
Gilroycity,CA,31487,2962.6,3.31,40955,11.92,12.9,7.82,1.37,burglaries,406
Bristolborough,PA,10405,5793.4,2.63,26265,19,10.36,8.35,3.07,burglaries,59
Muskegoncity,MI,40283,2704.3,2.73,18748,18.32,26.51,11.24,1.17,burglaries,1139
FortLeeborough,NJ,31997,12212.6,2.1,46395,13.67,5.99,4.77,20.57,burglaries,451
Summittownship,MI,21130,695.4,2.63,35151,20.97,6.61,5.11,0.14,burglaries,58
NorthRichlandHillscity,TX,45895,2430.4,2.72,38354,10.75,5.05,4.38,0.08,burglaries,389
Wataugacity,TX,20009,4728,3.22,41096,7.13,2.07,3.25,0,burglaries,106
Gloucestercity,MA,28716,1067.4,2.48,32690,15.11,7.53,6.75,2.73,burglaries,211
Claremontcity,CA,32503,2850.1,3.1,53479,19.64,5.28,4.22,0.72,burglaries,438
Brooklyncity,OH,11706,2638.6,2.27,26818,25.99,5.48,4.01,4.17,burglaries,10
MountMorristownship,MI,25198,774.3,2.82,26634,21.09,23.38,14.01,0.91,burglaries,390
Cantoncity,OH,84161,4017,2.52,19807,19.92,21.86,11.23,2.45,burglaries,1700
Amherstcity,OH,10332,1417.6,2.74,37695,21.78,4.52,4.96,0.15,burglaries,28
SierraMadrecity,CA,10762,3458.2,2.32,46502,14.38,5.24,2.43,1.69,burglaries,43
UpperAllentownship,PA,13347,973,3.01,43598,18.07,1.75,3.42,0.58,burglaries,28
Sangercity,CA,16839,3528.7,3.48,24470,11.75,21.04,15.72,0,burglaries,268
PleasantHillcity,CA,31585,4489.1,2.43,46885,16.51,3.63,3.2,10.45,burglaries,415
Pottsvillecity,PA,16603,3811.2,2.46,21135,16.73,15.36,7.2,0.82,burglaries,57
ElCentrocity,CA,31384,4849.2,3.26,25147,12.04,23.25,13.9,0.6,burglaries,818
WestGoshentownship,PA,18082,1464.3,2.79,51265,12.47,1.98,2.23,2.69,burglaries,54
Angletoncity,TX,17140,1703.8,2.88,32098,12.6,9.65,5.2,0,burglaries,156
Pacificacity,CA,37670,2877.3,2.82,47533,13.55,4.52,3.35,8.6,burglaries,166
Wyandottecity,MI,30938,5625.1,2.51,28312,24.32,9.73,8.07,1.75,burglaries,102
Bellevilletownship,NJ,34213,9872.2,2.56,38507,17.61,5.19,5.16,8.86,burglaries,322
Youngstowncity,OH,95706,2747.9,2.58,17060,24.21,29.04,15.6,2.43,burglaries,2041
Phillipsburgtown,NJ,15757,4716,2.55,27289,20.44,10.88,6.47,1.19,burglaries,81
GarfieldHeightscity,OH,31739,4237.5,2.54,28694,24.39,5.89,5.9,6.27,burglaries,182
Lindenwoldborough,NJ,18734,4583.1,2.36,31793,9.9,7.82,6.25,13,burglaries,263
Roselleborough,NJ,20314,7422.5,2.67,40431,17.65,5.31,7.62,9.49,burglaries,154
Pleasantvillecity,NJ,16027,2663.9,2.72,30037,15.09,12.03,8.58,14.26,burglaries,325
Lompoccity,CA,37649,3233.3,3.01,31702,17.83,15.07,7.34,0.41,burglaries,402
Gardenacity,CA,49847,9109.5,2.75,33063,12.46,9.78,5.88,3.69,burglaries,787
SanRamoncity,CA,35303,2992.8,2.75,63607,9.53,1.75,2.77,1.9,burglaries,173
Orangecity,TX,19381,873,2.62,22664,19.75,22.73,8.22,0,burglaries,428
Palmdalecity,CA,68842,856.1,3.14,41974,11.24,8.87,6.92,0.89,burglaries,1020
Bellcity,CA,34365,12958.1,3.81,22515,9.15,26.13,12.37,9.79,burglaries,235
Bridgetoncity,NJ,18942,2937.8,2.82,21897,17.84,25.11,9.96,3.8,burglaries,478
LowerSalfordtownship,PA,10735,717.3,2.89,45262,10.05,3.81,1.97,1.04,burglaries,20
Oceansidecity,CA,128398,3047.5,2.75,33453,23.1,10.07,6.82,4.03,burglaries,2007
Tracycity,CA,33558,3378.8,2.99,40256,12.86,7.39,7.28,0.5,burglaries,362
Eulesscity,TX,38149,2295.9,2.47,34950,7.93,5.4,4.14,0.2,burglaries,383
SanDiegocity,CA,1110549,3308.5,2.73,33686,16.22,13.38,5.72,4.41,burglaries,14583
Logantownship,PA,12381,256.2,2.77,25500,17.01,7.47,6.24,0.23,burglaries,42
SanAntoniocity,TX,935933,2712.7,2.86,23584,16.21,22.64,8.92,5,burglaries,17866
GrandHavencity,MI,11951,1995.8,2.5,28989,19.27,9.61,5.59,0.73,burglaries,83
SantaRosacity,CA,113313,3245.3,2.48,35237,19.16,8.3,4.62,2.34,burglaries,1545
Placentiacity,CA,41259,6042.6,3.09,50945,12.71,7.74,4.31,1.35,burglaries,309
DeWitttownship,MI,10448,303.2,2.59,35828,21.49,6.52,4.53,0,burglaries,49
LaMarquecity,TX,14120,956.1,2.67,27914,18.21,15.47,9.79,0,burglaries,191
Texarkanacity,TX,31656,1451.3,2.54,21745,17.96,21.82,8.24,0.11,burglaries,601
BuenaParkcity,CA,68784,6257.6,3.1,41435,14.03,8.03,5.7,1.64,burglaries,994
EaglePasscity,TX,20651,4190.5,3.52,13060,10.06,46.12,19.01,1.25,burglaries,371
Uniontownship,NJ,50024,5298.9,2.65,42665,21.42,3.89,4.56,5.66,burglaries,408
Westlandcity,MI,84724,3996.4,2.56,34995,16.72,7.11,6.26,0.47,burglaries,666
PortNechescity,TX,12974,1373.8,2.63,36171,14.35,7.5,5.84,0.35,burglaries,112
SouthWhitehalltownship,PA,18261,1027.8,2.8,43968,18.09,1.79,2.65,1.09,burglaries,81
Duartecity,CA,20688,2768.7,3.17,37695,11.03,7.82,6.41,3.15,burglaries,195
Canyoncity,TX,11365,2214.5,2.72,23184,13.82,17.28,5.8,0,burglaries,37
Livingstontownship,NJ,26609,1850.4,3.03,74401,16.15,1.36,2.55,6.69,burglaries,73
Warringtontownship,PA,12169,852.9,2.89,47284,10.23,2.23,3.88,2.15,burglaries,58
Cupertinocity,CA,40263,3771.4,2.62,64587,11.92,3.16,2.75,1.7,burglaries,421
Turlockcity,CA,42198,4248.7,2.87,27293,12.56,13.23,8.77,0.47,burglaries,833
Passaiccity,NJ,58041,18056.6,3.1,26669,11.08,17.02,10.94,12.48,burglaries,583
Concordcity,CA,111348,3646.5,2.65,41675,15.16,6.69,4.58,10.08,burglaries,1604
Cumrutownship,PA,13142,614.6,2.42,37161,15.39,3.52,2.32,1.16,burglaries,63
Birminghamcity,MI,19997,4038.2,2.19,57573,14.54,2.3,3.02,0.39,burglaries,70
WestHempfieldtownship,PA,12942,661.1,2.87,38527,14.87,7.54,2.54,0.32,burglaries,30
TwentyninePalms-MorongoValle,CA,58362,16.3,2.77,21603,21.35,15.23,7.16,0.4,burglaries,325
HazelParkcity,MI,20051,6866.8,2.75,26615,18.56,14.22,11.35,0.68,burglaries,198
Westwoodborough,NJ,10446,4347.4,2.55,46866,17.38,2.34,3.65,10.27,burglaries,38
Walltownship,NJ,20244,638.3,2.75,46301,19.23,2.09,4.45,2.08,burglaries,107
Rocklincity,CA,19033,1456.9,2.69,40417,15.66,5.61,4.44,1.17,burglaries,177
Mentorcity,OH,47358,1707.4,2.83,42095,17.74,2.87,3.86,0.4,burglaries,178
Millvillecity,NJ,25992,592.4,2.7,31266,19.99,11.53,6.41,1.56,burglaries,414
Hollistontown,MA,12926,666.9,3.02,58018,10.58,0.64,5.24,2.5,burglaries,23
Hampdentownship,PA,20384,1107.2,2.71,44250,19,2.06,2.13,0.34,burglaries,57
Somervilleborough,NJ,11632,4755.5,2.56,39667,19.52,5.73,5.46,3.16,burglaries,75
Edisontownship,NJ,88680,2836.3,2.79,50075,13.73,3.46,4.46,10.02,burglaries,668
Paramusborough,NJ,25067,2308.3,3.22,58995,18.52,3.04,3.68,5.73,burglaries,241
Sudburytown,MA,14358,568.7,3.02,79092,12.45,1.53,2.65,2.12,burglaries,49
SuisunCitycity,CA,22686,6151.3,3.39,40865,15.24,9.37,7.31,1.95,burglaries,288
Carlisleborough,PA,18419,3278.3,2.54,26151,19.82,9.85,3.54,0.5,burglaries,86
Bensalemtownship,PA,56788,2745.7,2.71,38488,12.88,5.32,4.97,4.26,burglaries,416
Haywardcity,CA,111498,2476.9,2.78,36058,16.64,9.67,6.11,8,burglaries,1737
SouthPlainfieldborough,NJ,20489,2365.9,3.06,51198,16.85,2.79,4.53,2.88,burglaries,121
Nanticokecity,PA,12267,3376.7,2.35,18974,28.37,12.18,7.49,2.83,burglaries,46
SouthRiverborough,NJ,13692,4687.1,2.69,37998,23.69,6.76,5.74,3.4,burglaries,77
Marlborotownship,NJ,27974,882.6,3.43,70039,11.71,2.77,3.89,13.08,burglaries,93
SantaPaulacity,CA,25062,5260.7,3.27,31605,18.36,12.15,7.66,0.63,burglaries,517
Walthamcity,MA,57878,4399.8,2.79,38514,15.31,6.51,6.05,5.88,burglaries,450
Monroviacity,CA,35761,2582.4,2.7,35684,11.53,12.37,6.2,3.44,burglaries,430
Beaumontcity,TX,114323,1378.4,2.64,24495,13.81,21.15,7.84,1.4,burglaries,2610
TintonFallsborough,NJ,12361,764.2,2.8,51988,13.87,1.49,3.47,3.02,burglaries,98
Palestinecity,TX,18042,1005.5,2.73,21427,11.91,21.86,6.87,0.14,burglaries,246
Dixoncity,CA,10401,2642.5,3.06,36710,14.21,6.65,8.25,0.15,burglaries,93
Marysvillecity,CA,12324,3393.2,2.57,21529,19.41,16.38,11.6,0.22,burglaries,160
Wadsworthcity,OH,15718,1805.8,2.6,32141,19.41,7.76,5.68,0.27,burglaries,40
ManhattanBeachcity,CA,32063,7874,2.29,67723,12.2,3.78,2.36,0.88,burglaries,559
Muskegontownship,MI,15302,620.3,2.75,25058,21.79,12.29,9.63,0.45,burglaries,157
Freeholdtownship,NJ,24710,619,3.01,58756,15.08,1.59,3.28,8.96,burglaries,49
Clawsoncity,MI,13874,6085.1,2.5,36532,17.92,3.73,4.14,0.53,burglaries,56
Fremontcity,CA,173339,2172.1,2.88,51231,12.15,4.25,4.19,4.68,burglaries,1584
MountPleasantcity,MI,23285,3108,3.5,19185,12.32,38.74,8.22,1.01,burglaries,140
Fairviewborough,NJ,10733,12274.7,2.51,32846,11.85,8.72,7.65,23.57,burglaries,68
SouthBrunswicktownship,NJ,25792,607.7,2.74,54305,10.35,2.94,3.5,6.38,burglaries,131
Trentoncity,NJ,88675,11185.6,2.88,25719,15.1,18.05,10.86,10.27,burglaries,1710
PalmSpringscity,CA,40181,506.7,2.16,27538,16.07,12.6,5.41,3.07,burglaries,1189
Mantecacity,CA,40773,4462.9,3.03,35083,15.32,9.88,6.97,0,burglaries,501
Westporttown,MA,13852,267.1,2.8,37092,16.37,4.32,7.45,0.55,burglaries,79
Montclaircity,CA,28434,5434.6,3.33,33084,13.41,16.75,7.57,1.8,burglaries,555
Vandaliacity,OH,13882,1230,2.43,34835,16.17,3.98,4.39,1.32,burglaries,70
Fillmorecity,CA,11992,4383,3.53,33482,14.62,13.23,6.59,0.37,burglaries,124
WestSpringfieldtown,MA,27537,1586.6,2.4,32194,20.77,8.34,5.2,2.01,burglaries,404
Antiochcity,CA,62195,3065.6,2.91,40936,14.95,9.12,6.63,2.14,burglaries,865
Hopewelltownship,NJ,11590,192.4,2.95,65522,19.27,1.81,2.15,2.98,burglaries,183
Miamisburgcity,OH,17834,1816.4,2.69,32436,19.25,7.73,4.12,1.2,burglaries,182
Rahwaycity,NJ,25325,6127.2,2.63,40776,19.74,6.42,5.36,7.62,burglaries,271
RedBankborough,NJ,10636,5733.1,2.27,36879,22.82,9.71,6.12,8.71,burglaries,93
Morristownship,NJ,19952,1220.4,2.81,74124,15.42,3,2.75,6.12,burglaries,58
SanMateocity,CA,85486,6758.9,2.41,42894,16.27,6.16,4.25,6.79,burglaries,560
Bedfordtownship,MI,23748,586.4,2.95,40982,17.07,4.24,5.93,0.57,burglaries,85
Leominstercity,MA,38145,1275.1,2.57,35974,15.81,7.18,7.11,0.74,burglaries,458
GlenRockborough,NJ,10883,3858.7,2.83,65976,19.48,1.54,2.24,13.55,burglaries,43
Watertowntown,MA,33284,7816.8,2.35,43490,17.3,5.64,4.59,16.45,burglaries,183
Freeholdborough,NJ,10742,5191.4,2.8,40327,16.74,8.11,6.58,5.05,burglaries,86
Daviscity,CA,46209,5282.2,2.58,29044,10.77,25.47,5.43,3.34,burglaries,339
Lynwoodcity,CA,61945,12310.2,4.38,25961,10.92,21.84,12.46,6.21,burglaries,771
Berkeleycity,CA,102724,9483.4,2.36,29737,12.99,17.54,5.62,16.28,burglaries,2383
Burlingtontownship,NJ,12454,892.5,2.8,39618,19.03,4.95,4.56,3.49,burglaries,134
Perkinstownship,OH,10793,402.5,2.9,38725,20.01,4.97,3.91,0.26,burglaries,52
Ontariocity,CA,133179,3498.5,3.31,35788,11.11,13.56,7.32,0.91,burglaries,2469
Garfieldcity,NJ,26727,12109,2.44,31649,15.93,7.41,6.34,4.68,burglaries,134
Pampacity,TX,19959,2207.9,2.51,24472,14.97,14.29,5.71,0.07,burglaries,209
Maldencity,MA,53884,10219.2,2.46,34344,16.26,7.55,7.65,24.37,burglaries,453
Deptfordtownship,NJ,24137,1332.2,2.82,38250,19.34,5.22,5.09,3.28,burglaries,261
Manchestertownship,NJ,35976,420.4,1.94,22649,45.31,4.63,6.7,1.29,burglaries,60
SterlingHeightscity,MI,117810,3103.2,2.89,46470,15.39,3.55,5.05,0.45,burglaries,511
AllenParkcity,MI,31092,4282.6,2.58,39925,28.74,3.26,5.48,0.88,burglaries,131
Hamptontownship,PA,15568,937.4,2.9,45538,16.49,2.54,3.23,3.39,burglaries,25
Hazletoncity,PA,24730,3994.6,2.34,20927,21.07,13.48,6.05,1.43,burglaries,222
Bayonnecity,NJ,61444,10545.1,2.43,31954,21.85,8.79,5.88,17.23,burglaries,335
Lynncity,MA,81245,7251.7,2.57,28553,17.7,15.91,9.34,8.92,burglaries,1824
Concordtown,MA,17076,661.4,3,69917,18.07,3.26,3.96,5.9,burglaries,17
Woodbridgetownship,NJ,93086,3898.9,2.78,45516,19,3.04,4.85,6.92,burglaries,665
Bellflowercity,CA,61815,9811.9,2.7,32711,12.98,9.62,5.88,2.49,burglaries,910
Clarktownship,NJ,14629,3249.7,2.65,50095,29.68,1.81,4.08,4.19,burglaries,47
Weslacocity,TX,21877,2515.8,3.32,17645,13.55,35.49,17.59,0.4,burglaries,506
OakParkcity,MI,30462,5867.1,2.8,36090,13.15,10.85,6.17,1.59,burglaries,324
Aberdeentownship,NJ,17038,2957.6,2.89,50448,14.76,3.18,5.16,12.82,burglaries,151
Gatesvillecity,TX,11492,1349.5,4.51,19836,22.73,13.13,8.83,0,burglaries,83
Lexingtontown,MA,28974,1705.3,2.76,67389,20.15,2.63,3.48,4.91,burglaries,70
Rosevillecity,CA,44685,1443.7,2.69,39975,16.83,6.83,4.99,0.93,burglaries,754
PicoRiveracity,CA,59177,7160.8,3.7,34383,14.82,11.61,8.44,3.56,burglaries,478
Moontownship,PA,19631,799.4,2.72,42016,15.3,6.2,4.14,2.81,burglaries,43
WhiteSettlementcity,TX,15472,3057.7,2.76,25149,13.31,12.77,5.53,0.42,burglaries,103
Framinghamtown,MA,64989,2497.3,2.59,42948,15.11,5.96,6.42,2.81,burglaries,457
