preis,schlafzimmer,badezimmer,qf_wohnraum,qf_parzelle,stoecke,ufer,qf_dachstock,qf_keller,baujahr,postleitzahl
538000,4,1.75,1840,9600,1,0,1220,620,1967,98052
729000,3,2.5,2440,4244,2,0,2440,0,2011,98052
331500,4,1.75,1700,14756,1,0,850,850,1955,98006
110700,2,1,680,8064,1,0,680,0,1941,98188
245000,3,2,1700,8448,1,0,1700,0,1996,98022
427000,3,1.75,2000,7111,1,0,1360,640,1956,98177
650500,4,1.75,2340,5940,1,0,1290,1050,1953,98115
335900,2,1,1120,7440,1,0,1120,0,1939,98155
535000,2,2,1510,5133,1.5,0,1510,0,1939,98199
360000,5,2,2120,2400,1,0,1080,1040,1906,98144
294900,3,2.25,1500,8100,1,0,1210,290,1968,98055
460000,2,1,1030,5934,1,0,1030,0,1928,98115
1769000,4,3.5,5440,38900,2,0,5440,0,1990,98053
463000,2,1,1150,4400,1,0,1150,0,1905,98112
332000,5,1.5,2420,43560,1,0,1500,920,1962,98022
199500,4,2,1750,8116,1,0,1750,0,1943,98056
247000,4,2,1750,8116,1,0,1750,0,1943,98056
442500,4,2.5,2170,14024,2,0,2170,0,1992,98019
600000,3,2,2540,237402,1,0,2540,0,2007,98022
449000,3,2.5,1690,3827,2,0,1690,0,2005,98053
725000,4,1,1600,4500,1.5,0,1600,0,1926,98115
215000,3,1,1060,7900,1,0,1060,0,1961,98058
582500,2,1.75,1990,6549,1,0,1170,820,1948,98115
305000,4,2.25,2210,9371,2,0,2210,0,1968,98032
734000,4,2.75,3090,7650,2,0,2340,750,1959,98042
300000,3,2,1050,10072,1,0,1050,0,1986,98019
525888,5,1.75,2550,71874,1,0,1810,740,1960,98027
711000,4,2.5,2095,4400,1.5,0,1295,800,1910,98116
360000,3,1.75,1520,12282,1,0,1220,300,1978,98155
357000,5,2.5,2750,12350,2,0,2750,0,1987,98031
235000,3,1.75,1200,9266,1,0,1200,0,1960,98002
550000,3,1.75,1830,9720,1,0,1150,680,1928,98040
324000,3,1,1160,7202,1,0,1160,0,1957,98133
420000,3,2,1750,9239,1,0,1410,340,1989,98133
450000,4,2.5,2400,7693,2,0,2400,0,2003,98059
825000,5,3.5,4140,6770,2,0,3030,1110,2004,98027
272000,4,2.25,2115,6234,2,0,2115,0,1998,98002
481000,3,2,2580,15653,1.5,0,2580,0,1990,98166
500000,3,1,1220,3400,1,0,1060,160,1927,98117
448000,2,1.5,1630,3780,1,0,890,740,1940,98107
480000,2,2,1350,4220,1,0,1350,0,2004,98053
475000,3,2.5,1690,2890,2,0,1690,0,2004,98053
472500,2,2.25,1700,2383,2,0,1700,0,2005,98029
291000,4,2.25,1890,7616,1,0,1260,630,1979,98003
294000,2,1,850,5250,1,0,850,0,1950,98133
1013050,4,2.5,2480,12688,1,0,1820,660,1967,98004
442500,3,2.5,1690,3129,2,0,1690,0,2002,98053
170000,2,1,810,8424,1,0,810,0,1959,98023
1582500,4,2.5,3980,16304,1,0,2480,1500,1968,98004
665000,3,2.25,2580,6000,2,0,1780,800,1925,98144
1610000,5,4.5,6085,142725,3,0,6085,0,2000,98014
675000,2,1.75,2140,5000,1,0,1000,1140,1930,98112
279900,2,1.75,1360,10000,1,0,1360,0,1957,98019
875000,4,1.5,1800,3245,1.5,0,1800,0,1929,98103
571000,3,2.5,1920,3867,2,0,1920,0,2005,98029
320000,3,1,860,5060,1.5,0,860,0,1927,98133
525000,3,2.5,2340,35021,1,0,2340,0,1986,98038
1650000,8,2.75,4040,20666,1,0,2020,2020,1962,98004
137900,3,1.75,1160,5082,1,0,580,580,1942,98178
440000,3,2.25,1680,57063,2,0,1680,0,1989,98045
360000,3,1,1280,3870,1,0,640,640,1945,98122
271000,4,1.5,1800,9576,1,0,1800,0,1977,98045
465000,6,3.25,4250,23326,1,0,2150,2100,1967,98003
280000,4,2.5,2400,4596,2,0,2400,0,2004,98001
283000,2,1,940,6350,1,0,940,0,1942,98103
411500,3,1,1110,7208,1,0,1110,0,1980,98052
282000,3,2.25,2420,7548,1,0,1370,1050,1967,98023
535000,3,2.5,1850,1499,2.5,0,1790,60,2005,98199
554729,4,2.5,2020,4350,2,0,1730,290,1943,98199
868000,4,2.5,2020,4350,2,0,1730,290,1943,98199
427000,3,2.5,1830,65340,1,0,1520,310,1991,98045
455000,4,1.75,1920,6000,1,0,960,960,1954,98125
595000,2,1.75,1280,8500,1,0,1280,0,1953,98033
400000,4,2.5,3130,5240,2,0,3130,0,2004,98038
770000,4,2.5,3920,12415,2,0,3920,0,1997,98075
742500,4,2.75,3100,3773,2,0,2000,1100,1919,98122
1250000,4,2.5,3220,15600,1,0,1680,1540,1973,98006
375000,3,2,1670,13775,1,0,1670,0,1968,98045
1557600,4,2.5,2700,17853,2,0,2700,0,1960,98004
545000,4,2,5461,22880,1,0,3265,2196,1964,98032
1050000,4,3.25,4400,16625,2,0,4400,0,2003,98075
1565000,3,1.75,2190,8500,1,0,2190,0,1957,98112
178000,4,1.5,1200,11163,1.5,0,1200,0,1970,98092
262500,3,1.75,1470,10390,1,0,1470,0,1989,98031
730000,3,1.75,1650,5000,1.5,0,1650,0,1900,98107
395000,5,1.75,1840,10453,1,0,1360,480,1948,98166
355000,3,1,1210,6650,1,0,1210,0,1959,98008
299990,3,2.5,1870,8541,2,0,1870,0,1989,98023
1125000,4,3.25,3890,422096,1.5,0,3150,740,2001,98038
425000,4,2.25,2660,11200,2,0,2660,0,1972,98059
349000,2,1,1150,7552,1,0,1150,0,1951,98125
554950,4,1.75,1740,4816,1,0,870,870,1942,98116
326000,6,3,2580,8064,1.5,0,1880,700,1913,98118
580000,4,1.75,1720,6975,1,0,1420,300,1975,98052
699000,3,2.5,2740,18455,2,0,1510,1230,1977,98040
757000,3,2.75,2610,11290,1,0,1630,980,1985,98033
335000,3,1.75,1400,7920,1,0,1400,0,1965,98034
660000,3,2,2570,28500,1,0,1970,600,1983,98052
540000,4,2.75,2830,7334,2,0,2830,0,2005,98059
320000,5,2.25,2630,8625,2,0,2630,0,1966,98032
280000,3,2.5,1580,7918,2,0,1580,0,1994,98055
324000,3,2,1540,10931,1,0,1540,0,1989,98045
300000,3,1,2120,7735,1,0,1060,1060,1967,98059
360000,3,1.75,1830,10000,2,0,1830,0,1913,98019
600000,3,2.5,2260,10153,2,0,2260,0,1987,98074
950000,4,1.75,2500,92347,1,0,1500,1000,1970,98040
599950,3,3.25,1830,1804,3,0,1830,0,2014,98117
190000,4,1,1190,7920,1,0,890,300,1951,98126
350000,4,1.75,2310,9002,1,0,1780,530,1970,98034
522000,3,1,1230,4600,1.5,0,1230,0,1929,98116
850000,3,2.5,2940,10809,2,0,2940,0,1992,98006
308000,3,1,1010,8800,1,0,1010,0,1954,98118
1020000,6,2.25,2550,5000,2,0,2550,0,1907,98117
397500,3,1,1480,5100,1.5,0,1480,0,1938,98103
186000,3,1.75,1460,7967,1,0,1040,420,1977,98023
436500,5,3,3110,12429,1,0,1790,1320,1977,98011
710000,3,2,2140,4923,1,0,1070,1070,1928,98103
1378600,5,3.25,3450,6360,2,0,1860,1590,1905,98122
450000,3,2.25,1960,10682,1,0,1960,0,1957,98008
375000,4,2.75,1890,5240,1,0,980,910,1981,98106
315000,2,1,2080,14659,1,0,1040,1040,1960,98178
467500,3,1,1700,4165,1.5,0,1700,0,1918,98118
330000,3,1,1140,7316,1,0,1140,0,1959,98106
665000,3,2.5,3136,54450,1.5,0,3136,0,1910,98070
760000,4,3.25,2590,3889,3,0,2590,0,2013,98007
469000,3,1.75,1480,800,2,0,1000,480,2014,98136
408000,3,3,1500,1473,2,0,1120,380,2000,98122
851000,3,2.75,2660,10350,1,0,1330,1330,1971,98008
410000,2,2,1350,3926,1,0,1350,0,2007,98053
235000,2,1,860,10500,1,0,860,0,1943,98024
207100,2,1,1000,4500,1,0,1000,0,1916,98055
560000,4,2.5,2480,16360,1,0,1510,970,1959,98028
903000,3,2.75,3860,12786,2,0,3860,0,1984,98006
998500,3,1.75,2140,4800,2,0,1690,450,1905,98112
268500,4,1.75,1820,13600,1.5,0,1120,700,1959,98032
494950,2,1.75,2220,33000,1,0,2220,0,1970,98072
1130000,4,2.5,2660,11200,2,0,2660,0,1999,98004
250000,3,2,1470,12096,1,0,1470,0,1942,98030
449000,4,1.75,2350,54450,1,0,1250,1100,1971,98027
1225000,3,2.25,2980,7700,1,0,2530,450,1964,98112
325000,4,2,1870,7700,1,0,1870,0,1966,98055
506000,5,3,2430,8000,1,0,1370,1060,1957,98008
751000,4,2.5,2790,6538,2,0,2790,0,2003,98027
280000,3,2.5,1370,22326,2,0,1370,0,1993,98045
1120000,4,2.25,4470,60373,2,0,4470,0,1988,98072
580000,3,1.75,2040,81021,1,0,2040,0,1980,98053
665000,4,2.25,2340,5300,1,0,1700,640,1963,98008
450000,4,2.5,2520,8515,2,0,2520,0,1999,98019
389900,4,1,1710,117176,1.5,0,1710,0,1942,98055
427000,3,1,1200,5252,1,0,1200,0,1962,98007
265000,3,1.75,1330,12618,1,0,1330,0,1983,98188
398000,3,1.5,1310,2996,2,0,1310,0,1998,98144
354000,6,3.5,3020,4500,2,0,3020,0,1941,98178
339950,4,2.5,2260,6086,2,0,2260,0,1999,98030
399000,2,1,790,4000,1,0,790,0,1948,98115
325000,2,2,970,5000,1,0,970,0,1983,98034
998800,3,2,2250,8000,1,0,2250,0,1955,98177
350000,4,2.5,1530,2248,1.5,0,1530,0,1914,98144
1000000,4,1.75,1780,11436,1,0,1780,0,1967,98004
561000,3,2.5,2120,5277,2,0,2120,0,2005,98053
245000,2,1,1500,6685,1,0,1190,310,1926,98133
570000,2,1,1500,6685,1,0,1190,310,1926,98133
845000,4,3,2390,4000,1.5,0,1460,930,1931,98103
314500,4,2.5,2390,9600,2,0,2390,0,1996,98010
650000,3,1.75,2920,9370,1,0,1620,1300,1981,98006
298000,2,1,850,5000,1,0,850,0,1907,98055
500000,2,1,930,3200,1,0,930,0,1904,98122
870000,4,2.5,3340,12248,2,0,2470,870,1998,98126
299000,2,1,710,6732,1,0,710,0,1942,98126
527000,3,2.25,2240,6450,1,0,1440,800,1979,98125
420000,3,1,1060,7638,1,0,1060,0,1966,98007
290000,3,2.5,2360,8764,2,0,2360,0,1991,98022
1662000,4,2.75,3520,19200,1,1,1950,1570,1951,98136
499990,3,1.75,1730,9334,1,0,1220,510,1977,98052
315000,3,1.75,1170,4000,1,0,720,450,1943,98106
425000,4,2.25,3680,26266,2,0,3680,0,1981,98042
630000,3,2.5,2900,46609,2,0,2900,0,1987,98077
365000,3,1.75,1290,7205,1.5,0,1290,0,1971,98034
774000,4,2.75,2010,7000,2,0,2010,0,1901,98199
368888,3,1.5,1490,12186,1,0,1490,0,1950,98155
339500,4,2.5,1930,7862,2,0,1930,0,1994,98038
344950,4,1.75,2240,7500,1,0,1120,1120,1956,98133
450000,3,2,2320,17688,1,0,2320,0,1952,98166
814950,4,2.75,2990,6626,2,0,2990,0,2014,98052
299900,4,2.5,2200,5730,2,0,2200,0,2003,98042
315000,3,2,1500,7828,1,0,1500,0,1967,98058
880000,3,1.75,3860,9000,1,0,1930,1930,1970,98155
195000,3,1.5,1430,5200,1,0,1030,400,1977,98042
910000,5,2.75,3750,8279,2,0,3750,0,2001,98074
540000,5,2.5,3100,10189,2,0,3100,0,2002,98019
306000,3,2.5,1870,5874,2,0,1870,0,2005,98042
272000,4,2.25,2040,7600,1,0,1580,460,1978,98023
1295000,5,3.5,3700,8504,2,0,2750,950,1950,98105
450000,3,1.75,3150,9258,1,0,2370,780,1970,98027
450000,3,2.5,1990,12793,2,0,1990,0,1993,98028
310000,4,1,1740,11075,1.5,0,1740,0,1965,98133
530000,2,2.25,2080,11285,1,0,1180,900,1954,98042
435000,4,2.5,2060,10125,2,0,1560,500,1979,98028
485000,3,2,1590,11222,1,0,1590,0,1948,98177
690000,3,1.5,1760,4000,2,0,1760,0,1922,98102
305000,4,2.5,1620,4000,2,0,1620,0,2008,98038
300000,3,1.75,1210,7000,1,0,1210,0,1975,98058
289950,4,3,2040,5050,1,0,1490,550,1993,98092
575000,3,2.5,2270,9600,2,0,2270,0,1990,98011
1820000,4,4.5,6640,53330,2,0,6640,0,1993,98077
219000,3,1.5,1060,9600,1,0,1060,0,1962,98023
265000,4,3,1940,8170,1,0,1940,0,1948,98155
1105000,5,3.25,3070,5000,2,0,2050,1020,2006,98103
200000,3,1,930,7590,1,0,820,110,1943,98166
545000,4,2.75,2180,8480,1,0,1210,970,1959,98146
378000,3,2.5,2130,8404,2,0,2130,0,1991,98058
388000,2,1.75,800,4800,1,0,800,0,1922,98136
425000,4,2.25,2200,8384,1,0,1250,950,1959,98155
536000,2,1.5,1130,746,2,0,1030,100,2009,98107
1175000,3,2.5,1970,23180,1,1,1100,870,1937,98136
629950,3,2.5,1680,1620,2,0,1120,560,2014,98119
465000,4,1.75,1470,5350,1,0,980,490,1955,98125
545000,4,2.25,2390,40510,1,0,2390,0,1969,98072
592000,4,2.5,2300,11165,2,0,2300,0,1979,98008
446000,4,2,2280,43692,1,0,1140,1140,1957,98038
375000,3,2.5,1330,816,3,0,1330,0,2004,98117
632500,5,2.5,2640,7096,2,0,2640,0,2003,98053
459950,4,1.75,2430,9747,1,0,1780,650,1974,98155
485000,4,2.5,2470,35073,2,0,2470,0,1989,98092
255000,3,1,1440,11330,1,0,1440,0,1965,98168
251750,3,2,1320,7200,1,0,1320,0,1975,98031
725000,3,2.5,2810,6300,2,0,2810,0,2001,98074
460000,3,3.25,1370,1194,3,0,1370,0,2005,98107
625000,3,2.5,2000,6341,1,0,1040,960,1981,98116
530000,3,1.75,1980,6760,1,0,1980,0,1973,98008
394950,3,2.5,2050,8172,2,0,2050,0,2002,98168
324950,4,1.75,2320,9240,1,0,1160,1160,1959,98178
330000,3,2.25,1960,1985,2,0,1750,210,2003,98118
220000,4,1.75,1910,8171,1,0,1910,0,1986,98030
685000,3,3.25,2030,11070,2,0,2030,0,1980,98052
500000,3,2.25,2210,7680,1,0,1730,480,1972,98177
368000,4,2.75,2610,9426,1,0,1360,1250,1965,98188
825000,3,2.25,2520,7975,2,0,1550,970,1990,98033
660000,6,1.75,1840,2774,1,0,1060,780,1900,98122
253000,3,1.75,1570,7416,1,0,1570,0,1971,98031
392500,4,2.75,2400,19923,1,0,1320,1080,1953,98042
605000,3,1.75,1930,5400,2,0,1930,0,1978,98177
215000,3,1,1160,10384,1,0,1160,0,1969,98038
650000,4,2.5,2820,15000,2,0,2820,0,1985,98052
877500,4,2,3060,8000,2,0,2040,1020,1922,98144
232500,3,1,1320,8450,1,0,880,440,1961,98023
234000,2,2,1200,3624,2,0,1200,0,2003,98038
380000,3,1.75,1560,104108,1,0,1250,310,1970,98042
420000,5,2.25,3070,64033,1,0,2730,340,1983,98001
399950,3,1,1040,9600,1,0,1040,0,1978,98053
256750,3,2.5,1990,8991,1,0,1570,420,1969,98042
535000,3,2.5,1690,9626,2,0,1690,0,1984,98027
515000,3,2,1810,2738,2,0,1810,0,1979,98008
770000,4,1.75,2520,8442,1,0,1640,880,1953,98004
256000,3,2.5,1570,5113,1,0,1090,480,1996,98001
489900,3,1,1680,8910,1,0,1680,0,1940,98117
165000,3,1.5,1250,7200,1,0,1250,0,1978,98032
220000,3,1.5,1280,7742,1,0,1280,0,1962,98031
575000,4,2.5,4620,20793,2,0,4620,0,1991,98023
375000,3,2.5,1580,5725,2,0,1580,0,2004,98072
422250,3,1.75,1650,7145,2,0,1300,350,1977,98155
420000,3,1.75,1660,9600,1,0,1380,280,1981,98011
608000,4,2.5,2410,7140,2,0,2410,0,1993,98074
620000,3,2.25,1720,4000,1.5,0,1450,270,1921,98105
850000,3,2.5,3120,12406,2,0,1940,1180,1983,98006
463000,4,2.5,2680,9928,1,0,1340,1340,1974,98027
750000,5,1.75,2640,13290,1,1,1400,1240,1954,98178
1070000,3,3.25,3730,13264,2,0,3730,0,1989,98077
290000,3,2,1700,6498,1,0,1700,0,1986,98038
525000,4,1.75,2280,5959,1,0,1250,1030,1947,98116
319000,3,2.25,1220,2980,2,0,1220,0,1986,98034
592500,6,4.5,3500,8504,2,0,3500,0,1980,98155
350000,3,2.5,2010,14298,2,0,2010,0,1977,98070
454900,3,1.75,2130,9775,1,0,1430,700,1973,98027
272000,4,2.25,1800,9018,2,0,1800,0,1992,98022
357500,3,1,1070,10125,1,0,1070,0,1961,98033
285000,3,1.75,1020,5000,1,0,1020,0,1954,98118
280000,4,2,1600,6861,1,0,1600,0,1994,98003
477000,4,1.5,1380,7800,1,0,1080,300,1928,98125
750000,3,2.25,3270,168000,2,0,3270,0,1982,98056
595000,4,2.5,2100,3125,2,0,1400,700,1907,98107
525000,3,2.25,2110,2850,3,0,2110,0,2001,98103
319000,3,1.75,1640,53400,1,0,1640,0,1966,98070
225000,3,2,1320,5665,1,0,1320,0,1986,98023
485000,4,2.5,2420,10603,1,0,1210,1210,1958,98028
341000,3,1,1390,4814,1.5,0,1390,0,1908,98115
674000,3,3.25,2320,6744,2,0,1930,390,2014,98125
442250,3,2.5,2170,8169,2,0,2170,0,2003,98059
591000,4,2.25,2710,38180,2,0,2710,0,1977,98077
276000,3,2,1450,8928,1,0,1450,0,1998,98042
394000,3,2.5,1370,4400,1,0,1370,0,1988,98034
355000,3,2.5,1810,3192,1,0,1070,740,2001,98019
260000,3,2.5,1420,14850,1,0,1020,400,1963,98032
300000,3,2.75,2090,9620,1,0,1340,750,1987,98023
310000,3,2.75,2090,9620,1,0,1340,750,1987,98023
209000,3,1,1330,6900,1,0,1330,0,1976,98023
344950,3,2,1330,7419,1,0,1330,0,1985,98034
230000,5,2,1910,7200,1,0,1110,800,1951,98178
336950,3,1.75,2310,7680,1,0,1410,900,1978,98032
700000,3,2.75,2500,7378,1,0,1390,1110,1948,98177
230000,3,2,1310,7332,1,0,1310,0,1987,98038
443500,4,2.5,2040,21781,2,0,2040,0,1994,98014
471000,4,2.5,2040,21781,2,0,2040,0,1994,98014
595000,3,2.25,2400,16301,1,0,1400,1000,1962,98115
470000,3,1,1400,4914,1.5,0,1400,0,1929,98117
600000,4,1.75,1700,7800,1,0,1700,0,1975,98052
1381000,4,3.75,3160,9525,2.5,0,3160,0,1997,98040
427800,3,1.75,1340,13241,1,0,1340,0,1985,98034
445000,4,2,1470,8395,1,0,1470,0,1965,98008
382000,3,1.75,1790,7679,1,0,1790,0,1953,98133
577000,3,1.5,1560,20251,1,0,1200,360,1989,98074
427000,3,2.5,2620,108464,2,0,2620,0,1990,98038
255000,3,1,1580,8206,1,0,1100,480,1962,98198
240000,3,1,1090,10000,1,0,1090,0,1961,98014
1234580,5,3.25,3240,6551,1.5,0,2500,740,1939,98115
435000,4,1.75,2520,7200,1,0,1260,1260,1955,98056
1450000,3,1.75,2230,13529,1,0,2230,0,1949,98004
425000,4,3,2430,5502,2,0,2430,0,2002,98038
393000,2,1,1020,4200,1,0,1020,0,1923,98136
264950,4,1,1810,7500,1,0,1410,400,1959,98168
746500,4,2.5,3460,9699,2,0,3460,0,1987,98074
450000,3,1,2020,8100,1,0,1170,850,1956,98125
229950,3,2,1410,7466,1,0,1410,0,1983,98058
425000,2,1,750,4000,1,0,750,0,1933,98108
2555000,4,2.5,5300,26211,2,1,4570,730,1923,98105
1400000,4,3.5,4380,66613,1.5,0,4380,0,1993,98077
753000,3,2.25,2290,9047,2,0,2290,0,1984,98006
310000,2,1,720,5750,1,0,720,0,1943,98136
395000,2,1,1200,6014,1,0,600,600,1949,98118
725000,3,2.5,2620,28703,1,0,2620,0,1985,98052
295000,4,3,2120,7650,2,0,2120,0,1964,98007
225000,3,1.75,1580,8820,1,0,1580,0,1967,98003
1699000,3,3.25,4160,35153,3,0,3690,470,2001,98040
431000,3,2.25,1830,8831,1,0,1460,370,1979,98034
358500,3,2.5,2000,8057,1,0,1360,640,1998,98042
595000,2,1,980,3600,1,0,980,0,1907,98119
468000,4,2.5,3040,20682,2,0,3040,0,2000,98019
260000,4,1,1740,8100,1,0,1020,720,1962,98058
375000,3,2,1450,7300,1.5,0,1450,0,1955,98133
295000,3,2.5,1560,4200,2,0,1560,0,2003,98038
403900,4,2.5,2050,8909,1,0,1690,360,1986,98198
269950,3,1.75,1760,12823,1,0,1460,300,1956,98002
640000,3,3.5,1740,1975,2,0,1310,430,1998,98122
221000,3,1,910,8789,1,0,910,0,1966,98148
255000,3,1.75,1700,7532,1,0,1700,0,1987,98030
300000,4,2.5,2620,4469,2,0,2620,0,2008,98042
270000,3,2.25,1500,7410,1,0,1500,0,1973,98058
575000,4,1.75,1630,5750,1,0,1160,470,1947,98116
246900,3,1.5,1370,9800,1,0,1370,0,1968,98001
635000,2,2.5,1390,1132,2,0,1130,260,2006,98102
450000,3,2,1540,67756,1,0,1540,0,1900,98077
215000,3,1,1190,7500,1,0,1190,0,1968,98042
785000,3,3.5,4500,21870,2,0,4500,0,2004,98092
522500,4,3,2370,8154,1,0,1380,990,1977,98125
150000,2,1.5,1360,1934,2,0,1360,0,1978,98092
199950,2,1.75,870,18537,1,0,870,0,1946,98001
3000000,4,4.25,4850,12445,2,1,3850,1000,1989,98034
379900,3,2,3110,44967,2,0,3020,90,1999,98058
950000,4,2.5,3700,7051,2,0,3700,0,2006,98029
865000,6,2.75,3500,5150,2,0,2430,1070,1909,98117
785000,3,1.75,1670,9600,1,0,1670,0,1961,98040
245700,3,2.25,1640,8400,1,0,1180,460,1968,98032
951000,3,2.25,3400,12825,1,0,3400,0,1961,98118
499950,3,1.75,2060,3500,1,0,1030,1030,1951,98118
257000,3,1.75,1330,36537,1,0,1330,0,1989,98092
549000,3,2,2330,3600,1.5,0,1580,750,1900,98122
1600000,3,2.75,3040,21052,2,0,3040,0,1980,98004
1400000,5,3.75,3700,7920,3,0,2900,800,1983,98115
619000,3,2,1990,3000,1.5,0,1430,560,1927,98144
311000,5,3,2020,5917,1,0,1220,800,1993,98108
600000,5,2.25,2980,7781,1,0,1580,1400,1960,98125
1080000,4,3.5,3990,5267,2,0,3990,0,2008,98006
436000,2,1,790,6600,1,0,790,0,1949,98122
205000,2,1,1060,8000,1,0,1060,0,1941,98168
514000,3,2.25,2260,54014,1,0,1450,810,1962,98072
530000,2,2.5,1900,2983,2,0,1900,0,2006,98053
511000,5,2.5,3361,6983,2,0,3361,0,2006,98092
2100000,4,1.75,3550,19865,2,0,3550,0,1962,98039
370000,5,2.5,2740,5460,2,0,2740,0,2005,98031
500000,4,1.75,2040,6000,1,0,1020,1020,1943,98136
710000,4,2.5,4070,129808,2,0,4070,0,1998,98038
270000,1,1,720,5196,1,0,720,0,1911,98103
415000,3,1.75,2000,8400,1.5,0,2000,0,1959,98133
1800000,5,4.5,4400,15580,2,0,3390,1010,2003,98004
236000,3,1.75,1300,8976,1,0,1300,0,1967,98003
278000,2,2.5,1420,2229,2,0,1420,0,2004,98059
312000,3,2.25,1540,5338,1,0,770,770,1954,98115
539000,3,2.25,1540,5338,1,0,770,770,1954,98115
498000,3,3,2360,2750,2,0,1780,580,1983,98125
857000,4,3,3720,29043,2,0,3720,0,1991,98033
780000,3,1.75,1690,13500,1,0,1690,0,1978,98040
650000,3,2,2300,5000,1,0,1150,1150,1938,98199
559500,4,1.75,1650,7088,1,0,1650,0,1973,98027
219950,2,1,990,6448,1,0,990,0,1948,98178
671500,4,2.25,2130,8410,2,0,2130,0,1977,98006
813000,4,2.5,3320,52707,2,0,3320,0,1999,98074
182000,3,2.25,1960,8875,1,0,1290,670,1965,98003
203700,2,1,770,2500,1,0,770,0,1913,98072
740000,4,1.75,2010,3600,1.5,0,2010,0,1902,98119
230000,2,1,800,17965,1,0,800,0,1942,98058
128000,3,1,910,11117,1,0,910,0,1955,98003
345000,3,1,1200,6628,1,0,1200,0,1952,98155
663000,4,2.5,3570,6246,2,0,3570,0,2005,98075
329950,3,2.5,1820,8085,2,0,1820,0,1983,98055
1047500,3,2.25,2930,7005,3,0,2670,260,1999,98117
402300,3,1.75,1480,4050,1,0,870,610,1926,98115
492000,4,2.5,3305,16164,1.5,0,2245,1060,1922,98133
448000,4,2.5,2230,5000,1,0,1650,580,2006,98059
273000,3,1,1560,7800,1,0,1560,0,1955,98188
335000,3,1,1030,7200,1,0,880,150,1948,98126
695000,3,3.75,2380,3600,1.5,0,1690,690,1927,98112
279000,3,1,1010,7903,1,0,1010,0,1948,98155
485000,2,1.75,2060,2700,1,0,1030,1030,1929,98115
383000,4,2.5,2370,10580,2,0,2370,0,1966,98055
490000,4,2.5,2242,37451,2,0,2242,0,1995,98028
240000,2,1.5,1078,1263,2,0,1078,0,1990,98028
285000,2,1,890,7250,1,0,890,0,1943,98125
524950,3,1.5,2700,24539,2,0,2120,580,1977,98019
729000,4,2.5,2450,27081,2,0,2450,0,1985,98052
460000,3,1.75,1420,8250,1,0,1420,0,1960,98007
687500,3,1.5,1280,2114,1.5,0,1280,0,1904,98122
1168000,5,2.75,2910,15118,1,0,1780,1130,1972,98006
825000,4,2.25,2430,10050,2,0,2430,0,1979,98006
314950,2,2.5,1860,6359,2,0,1860,0,2003,98038
470000,3,2,1800,12669,1,0,1800,0,1956,98033
500000,3,1.5,1960,8815,1,0,1020,940,1958,98006
313000,3,1.5,1550,7260,1.5,0,1550,0,1925,98166
445000,2,1,840,3840,1,0,840,0,1926,98117
300000,4,1.75,2080,8750,1,0,1330,750,1967,98032
619500,4,2.5,2210,5077,1.5,0,1480,730,1912,98126
305000,3,1.5,1210,5240,1,0,610,600,1983,98106
874000,3,2.5,1350,941,3,0,1350,0,2007,98119
477500,3,2,1860,5146,2,0,1860,0,1991,98029
700000,3,2,1940,4500,1,0,1090,850,1926,98107
515000,4,3.5,3400,5222,2,0,3400,0,2005,98038
590000,4,2.5,2240,9385,2,0,2240,0,1991,98133
205000,3,1.75,1170,8239,1,0,1170,0,1981,98042
310000,3,3.25,3130,9302,2,0,2190,940,1987,98023
442500,2,2.25,1510,7280,2,0,1510,0,1987,98074
1078500,4,3.5,3740,41458,2,0,3740,0,2000,98072
530000,4,2.5,2690,46609,2,0,2690,0,1980,98038
343500,4,1.75,1760,6204,1,0,1180,580,1950,98178
334900,4,1.75,2180,4066,1.5,0,1270,910,1911,98118
544300,4,1.75,1560,9000,1,0,1560,0,1969,98052
370000,3,2.5,1780,4050,2,0,1780,0,2001,98155
245000,3,1.75,1260,6908,1,0,1260,0,1994,98038
535000,4,1.75,1570,3250,1.5,0,1570,0,1928,98136
202000,2,1,740,6550,1,0,740,0,1946,98168
490000,4,2.25,2020,4960,2,0,1710,310,1938,98117
651500,4,1.5,1500,3075,2,0,1420,80,1929,98103
270000,4,2.5,1670,8056,1,0,1170,500,1961,98168
1164000,3,3.5,3620,8072,2,0,2920,700,1999,98006
289000,2,1.5,1010,1309,2,0,860,150,2007,98118
240000,3,1.5,1460,13503,1,0,1460,0,1977,98010
790000,3,1.75,1790,6117,1,0,1350,440,1940,98199
350000,3,2.25,1760,9621,2,0,1760,0,1995,98019
246950,3,3.5,1790,1682,2,0,1480,310,2006,98108
400000,3,1,1050,6000,1,0,1050,0,1952,98116
533000,4,2.5,2590,6394,2,0,2590,0,2003,98028
198400,3,1,1040,8645,1,0,1040,0,1962,98042
495000,4,2.5,4060,8547,2,0,2790,1270,2007,98038
862000,4,2.5,3190,14565,2,0,3190,0,1990,98077
870000,4,2.5,3190,14565,2,0,3190,0,1990,98077
875000,4,1.75,2180,9726,1,0,2180,0,1966,98040
317000,6,3.5,2120,5840,2,0,2120,0,1979,98055
325000,4,2.75,2110,6838,2,0,2110,0,1991,98031
615000,2,1.5,1210,5000,1.5,0,1210,0,1907,98117
334950,4,2.5,2410,7846,2,0,2410,0,1992,98003
775000,3,2.5,1980,7807,2,0,1980,0,1989,98033
600000,4,2.5,2370,9135,1,0,1600,770,1967,98006
